chr1	1028753	1029004	1
chr1	1248367	1248618	1
chr1	1490551	1490802	1
chr1	1848524	1848775	1
chr1	1849070	1849321	1
chr1	1873625	1873876	1
chr1	2003452	2003703	1
chr1	2003480	2003731	1
chr1	2428880	2429131	1
chr1	2938829	2939080	1
chr1	6131169	6131420	1
chr1	6131551	6131802	1
chr1	6659080	6659331	1
chr1	7284101	7284352	1
chr1	7289812	7290063	1
chr1	10600097	10600348	1
chr1	11020506	11020757	1
chr1	12609183	12609434	1
chr1	12625834	12626085	1
chr1	16342030	16342281	1
chr1	16966229	16966480	1
chr1	30511623	30511874	1
chr1	32664856	32665107	1
chr1	33864882	33865133	1
chr1	36859147	36859398	1
chr1	38467579	38467830	1
chr1	52210379	52210630	1
chr1	54859796	54860047	1
chr1	55024719	55024970	1
chr1	59893067	59893318	1
chr1	64067569	64067820	1
chr1	68225588	68225839	1
chr1	71632119	71632370	1
chr1	76839907	76840158	1
chr1	86534007	86534258	1
chr1	110889873	110890124	1
chr1	116311454	116311705	1
chr1	116311519	116311770	1
chr1	145486485	145486736	1
chr1	147083824	147084075	1
chr1	151100519	151100770	1
chr1	151148141	151148392	1
chr1	153605590	153605841	1
chr1	154834168	154834419	1
chr1	159409082	159409333	1
chr1	160112548	160112799	1
chr1	166812441	166812692	1
chr1	167063543	167063794	1
chr1	167063754	167064005	1
chr1	167063776	167064027	1
chr1	168698354	168698605	1
chr1	168698742	168698993	1
chr1	172113381	172113632	1
chr1	172415930	172416181	1
chr1	178819057	178819308	1
chr1	178914861	178915112	1
chr1	192982887	192983138	1
chr1	196619506	196619757	1
chr1	196619607	196619858	1
chr1	205210574	205210825	1
chr1	206867348	206867599	1
chr1	209799066	209799317	1
chr1	212798075	212798326	1
chr1	221736907	221737158	1
chr1	228403232	228403483	1
chr1	230458146	230458397	1
chr1	231518400	231518651	1
chr1	235664666	235664917	1
chr1	236848575	236848826	1
chr1	240653888	240654139	1
chr2	397605	397856	1
chr2	620140	620391	1
chr2	1544196	1544447	1
chr2	1544245	1544496	1
chr2	1605829	1606080	1
chr2	1647072	1647323	1
chr2	1681028	1681279	1
chr2	1690467	1690718	1
chr2	1732047	1732298	1
chr2	1742884	1743135	1
chr2	3063124	3063375	1
chr2	3128698	3128949	1
chr2	3826496	3826747	1
chr2	11118439	11118690	1
chr2	11598843	11599094	1
chr2	12480270	12480521	1
chr2	23854257	23854508	1
chr2	30878451	30878702	1
chr2	47356471	47356722	1
chr2	62420790	62421041	1
chr2	75878202	75878453	1
chr2	76705790	76706041	1
chr2	88366722	88366973	1
chr2	88366893	88367144	1
chr2	96851991	96852242	1
chr2	96905476	96905727	1
chr2	96917442	96917693	1
chr2	97220733	97220984	1
chr2	97501478	97501729	1
chr2	97508361	97508612	1
chr2	97509706	97509957	1
chr2	100634134	100634385	1
chr2	100689673	100689924	1
chr2	103334220	103334471	1
chr2	103378381	103378632	1
chr2	103378929	103379180	1
chr2	105363411	105363662	1
chr2	106485358	106485609	1
chr2	106811975	106812226	1
chr2	119991202	119991453	1
chr2	121261236	121261487	1
chr2	127826024	127826275	1
chr2	145162364	145162615	1
chr2	152590271	152590522	1
chr2	152590611	152590862	1
chr2	158665951	158666202	1
chr2	161335812	161336063	1
chr2	170366836	170367087	1
chr2	174454195	174454446	1
chr2	179664094	179664345	1
chr2	179672566	179672817	1
chr2	183780155	183780406	1
chr2	187474307	187474558	1
chr2	201342457	201342708	1
chr2	202916008	202916259	1
chr2	211168422	211168673	1
chr2	217674944	217675195	1
chr2	219442157	219442408	1
chr2	219485821	219486072	1
chr2	220280189	220280440	1
chr2	220317247	220317498	1
chr2	224441639	224441890	1
chr2	224873786	224874037	1
chr2	225183526	225183777	1
chr2	227625084	227625335	1
chr2	232283575	232283826	1
chr2	234337963	234338214	1
chr2	234764008	234764259	1
chr2	236415939	236416190	1
chr2	236877336	236877587	1
chr2	236877367	236877618	1
chr2	237150178	237150429	1
chr2	238187030	238187281	1
chr2	239064167	239064418	1
chr2	240224160	240224411	1
chr2	240228064	240228315	1
chr3	8631672	8631923	1
chr3	10332464	10332715	1
chr3	12735493	12735744	1
chr3	12858424	12858675	1
chr3	13517772	13518023	1
chr3	14582776	14583027	1
chr3	15537193	15537444	1
chr3	20223798	20224049	1
chr3	33466130	33466381	1
chr3	37038466	37038717	1
chr3	41360155	41360406	1
chr3	42726845	42727096	1
chr3	43405425	43405676	1
chr3	43795416	43795667	1
chr3	45646302	45646553	1
chr3	45647016	45647267	1
chr3	46605491	46605742	1
chr3	47952486	47952737	1
chr3	51812677	51812928	1
chr3	52870418	52870669	1
chr3	61859010	61859261	1
chr3	65550258	65550509	1
chr3	66463606	66463857	1
chr3	67559924	67560175	1
chr3	69171697	69171948	1
chr3	69172078	69172329	1
chr3	81533845	81534096	1
chr3	99629712	99629963	1
chr3	99817447	99817698	1
chr3	101502123	101502374	1
chr3	101808748	101808999	1
chr3	104555900	104556151	1
chr3	107871003	107871254	1
chr3	109071934	109072185	1
chr3	119379095	119379346	1
chr3	119379289	119379540	1
chr3	124798245	124798496	1
chr3	125567133	125567384	1
chr3	130463504	130463755	1
chr3	140805442	140805693	1
chr3	141150884	141151135	1
chr3	148712534	148712785	1
chr3	152066480	152066731	1
chr3	170894007	170894258	1
chr3	175338783	175339034	1
chr3	176745365	176745616	1
chr3	187941874	187942125	1
chr3	188272130	188272381	1
chr3	195615501	195615752	1
chr3	195615601	195615852	1
chr3	197584162	197584413	1
chr4	1191928	1192179	1
chr4	1202528	1202779	1
chr4	1202876	1203127	1
chr4	1495645	1495896	1
chr4	1645992	1646243	1
chr4	8154083	8154334	1
chr4	8154280	8154531	1
chr4	10086358	10086609	1
chr4	10110038	10110289	1
chr4	15375741	15375992	1
chr4	15375991	15376242	1
chr4	15376004	15376255	1
chr4	15376010	15376261	1
chr4	15376045	15376296	1
chr4	15376055	15376306	1
chr4	24745593	24745844	1
chr4	25097761	25098012	1
chr4	25097934	25098185	1
chr4	53690499	53690750	1
chr4	53906305	53906556	1
chr4	76621919	76622170	1
chr4	76995369	76995620	1
chr4	80836427	80836678	1
chr4	87973967	87974218	1
chr4	88570449	88570700	1
chr4	88570462	88570713	1
chr4	88570513	88570764	1
chr4	95457281	95457532	1
chr4	95460646	95460897	1
chr4	100571497	100571748	1
chr4	100573411	100573662	1
chr4	100574330	100574581	1
chr4	100574471	100574722	1
chr4	100574528	100574779	1
chr4	106155191	106155442	1
chr4	119948417	119948668	1
chr4	119956055	119956306	1
chr4	129767463	129767714	1
chr4	139766281	139766532	1
chr4	146097307	146097558	1
chr4	146104370	146104621	1
chr4	148947311	148947562	1
chr4	152332811	152333062	1
chr4	152591963	152592214	1
chr4	154475441	154475692	1
chr4	165881299	165881550	1
chr4	169717556	169717807	1
chr4	177190196	177190447	1
chr4	177190200	177190451	1
chr4	177190296	177190547	1
chr4	177191411	177191662	1
chr4	184941270	184941521	1
chr4	185677424	185677675	1
chr4	185724712	185724963	1
chr4	186062985	186063236	1
chr4	186425572	186425823	1
chr4	186425596	186425847	1
chr4	186435492	186435743	1
chr4	186435542	186435793	1
chr4	187621160	187621411	1
chr5	154936	155187	1
chr5	194482	194733	1
chr5	956396	956647	1
chr5	1120896	1121147	1
chr5	1855809	1856060	1
chr5	3225731	3225982	1
chr5	6491759	6492010	1
chr5	7398912	7399163	1
chr5	10139055	10139306	1
chr5	16469169	16469420	1
chr5	38134918	38135169	1
chr5	55061811	55062062	1
